County Name,Median Home Price Q4 2023,Monthly Payment Q4 2023,Monthly Payment Q4 2022
"Dawson County,  Nebraska","$142,160 ",$880 ,$800 
"Sumter County,  Georgia","$142,100 ",$880 ,$750 
"Mahaska County,  Iowa","$142,100 ",$880 ,$780 
"Day County,  South Dakota","$141,980 ",$880 ,$780 
"Morgan County,  Tennessee","$141,970 ",$880 ,$770 
"Orangeburg County,  South Carolina","$141,760 ",$870 ,$750 
"Scott County,  Missouri","$141,710 ",$870 ,$770 
"Van Buren County,  Tennessee","$141,650 ",$870 ,$770 
"Pulaski County,  Indiana","$141,630 ",$870 ,$760 
"Marshall County,  West Virginia","$141,630 ",$870 ,$760 
"Butler County,  Missouri","$141,490 ",$870 ,$770 
"Sheridan County,  Kansas","$141,480 ",$870 ,$780 
"Clay County,  Tennessee","$141,440 ",$870 ,$770 
"Osceola County,  Michigan","$141,430 ",$870 ,$740 
"Chester County,  South Carolina","$141,360 ",$870 ,$780 
"Burke County,  North Dakota","$141,350 ",$870 ,$780 
"Humboldt County,  Iowa","$141,260 ",$870 ,$780 
"Alpena County,  Michigan","$141,210 ",$870 ,$740 
"Clay County,  Indiana","$141,140 ",$870 ,$750 
"Sargent County,  North Dakota","$141,140 ",$870 ,$780 
"Harlan County,  Nebraska","$141,020 ",$870 ,$790 
"Van Wert County,  Ohio","$140,870 ",$870 ,$750 
"Mercer County,  Illinois","$140,340 ",$870 ,$760 
"Stevens County,  Kansas","$140,330 ",$870 ,$780 
"Tuscola County,  Michigan","$140,330 ",$870 ,$740 
"Miller County,  Arkansas","$140,260 ",$870 ,$800 
"Bond County,  Illinois","$140,190 ",$870 ,$760 
"Johnson County,  Kentucky","$140,160 ",$860 ,$760 
"Coshocton County,  Ohio","$140,110 ",$860 ,$750 
"St. Mary Parish,  Louisiana","$140,090 ",$860 ,$740 
"Randolph County,  Missouri","$140,000 ",$860 ,$760 
"Jack County,  Texas","$139,820 ",$860 ,$790 
"Scioto County,  Ohio","$139,780 ",$860 ,$750 
"Perry County,  Mississippi","$139,750 ",$860 ,$730 
"Gibson County,  Tennessee","$139,730 ",$860 ,$760 
"Limestone County,  Texas","$139,710 ",$860 ,$790 
"Seneca County,  Ohio","$139,560 ",$860 ,$740 
"Gratiot County,  Michigan","$139,550 ",$860 ,$730 
"Fayette County,  Pennsylvania","$139,540 ",$860 ,$760 
"Mifflin County,  Pennsylvania","$139,370 ",$860 ,$760 
"Lincoln County,  Kentucky","$139,300 ",$860 ,$760 
"Greenbrier County,  West Virginia","$139,290 ",$860 ,$760 
"Lawrence County,  Alabama","$139,230 ",$860 ,$780 
"Lyman County,  South Dakota","$139,140 ",$860 ,$770 
"Emporia city,  Virginia","$139,080 ",$860 ,$750 
"Haskell County,  Kansas","$138,970 ",$860 ,$770 
"Jackson County,  Ohio","$138,910 ",$860 ,$740 
"Grayson County,  Virginia","$138,760 ",$860 ,$750 
"Torrance County,  New Mexico","$138,750 ",$860 ,$770 
"Colleton County,  South Carolina","$138,710 ",$860 ,$740 
"Otero County,  Colorado","$138,610 ",$860 ,$770 
"Chaves County,  New Mexico","$138,580 ",$860 ,$770 
"Parmer County,  Texas","$138,580 ",$860 ,$780 
"Sabine County,  Texas","$138,580 ",$860 ,$780 
"San Saba County,  Texas","$138,580 ",$860 ,$780 
"Montmorency County,  Michigan","$138,560 ",$850 ,$730 
"Custer County,  Nebraska","$138,530 ",$850 ,$770 
"Mahnomen County,  Minnesota","$138,490 ",$850 ,$770 
"Darlington County,  South Carolina","$138,430 ",$850 ,$770 
"Adair County,  Iowa","$138,420 ",$850 ,$760 
"Pocahontas County,  West Virginia","$138,330 ",$850 ,$750 
"Randolph County,  Illinois","$138,310 ",$850 ,$750 
"Saline County,  Missouri","$138,290 ",$850 ,$750 
"Early County,  Georgia","$138,270 ",$850 ,$730 
"Ogemaw County,  Michigan","$138,230 ",$850 ,$730 
"Calhoun County,  South Carolina","$138,210 ",$850 ,$760 
"Union County,  Illinois","$138,200 ",$850 ,$750 
"Socorro County,  New Mexico","$138,060 ",$850 ,$770 
"Swift County,  Minnesota","$137,970 ",$850 ,$770 
"Koochiching County,  Minnesota","$137,760 ",$850 ,$770 
"Grant Parish,  Louisiana","$137,700 ",$850 ,$740 
"Wayne County,  Tennessee","$137,700 ",$850 ,$750 
"Presque Isle County,  Michigan","$137,680 ",$850 ,$720 
"Preston County,  West Virginia","$137,640 ",$850 ,$860 
"Coffey County,  Kansas","$137,600 ",$850 ,$760 
"Randolph County,  West Virginia","$137,470 ",$850 ,$750 
"Worth County,  Iowa","$137,360 ",$850 ,$760 
"Cleburne County,  Alabama","$137,270 ",$850 ,$770 
"Decatur County,  Tennessee","$137,270 ",$850 ,$750 
"Carroll County,  Kentucky","$137,160 ",$850 ,$740 
"Webster County,  Iowa","$137,150 ",$850 ,$760 
"Howard County,  Texas","$137,130 ",$850 ,$770 
"Livingston County,  Illinois","$136,920 ",$840 ,$740 
"Grenada County,  Mississippi","$136,890 ",$840 ,$760 
"Hardin County,  Ohio","$136,840 ",$840 ,$730 
"Sutton County,  Texas","$136,830 ",$840 ,$770 
"Pike County,  Indiana","$136,780 ",$840 ,$740 
"Lawrence County,  Pennsylvania","$136,720 ",$840 ,$750 
"Potter County,  South Dakota","$136,710 ",$840 ,$750 
"Steuben County,  New York","$136,570 ",$840 ,$720 
"Brunswick County,  Virginia","$136,500 ",$840 ,$740 
"Toombs County,  Georgia","$136,410 ",$840 ,$720 
"Vernon County,  Missouri","$136,370 ",$840 ,$740 
"Chattahoochee County,  Georgia","$136,290 ",$840 ,$750 
"Tama County,  Iowa","$136,100 ",$840 ,$750 
"Comanche County,  Texas","$136,000 ",$840 ,$770 
"Adair County,  Kentucky","$135,870 ",$840 ,$740 
"Madison County,  Missouri","$135,840 ",$840 ,$740 
"Cherokee County,  South Carolina","$135,760 ",$840 ,$720 
"St. Martin Parish,  Louisiana","$135,740 ",$840 ,$810 
"Sanborn County,  South Dakota","$135,660 ",$840 ,$750 
"Calhoun County,  Texas","$135,630 ",$840 ,$740 
"Crockett County,  Tennessee","$135,570 ",$840 ,$740 
"Todd County,  Kentucky","$135,550 ",$840 ,$740 
"Conway County,  Arkansas","$135,490 ",$840 ,$750 
"Floyd County,  Iowa","$135,470 ",$840 ,$750 
"Avoyelles Parish,  Louisiana","$135,270 ",$830 ,$720 
"Dickinson County,  Michigan","$135,250 ",$830 ,$710 
"Oscoda County,  Michigan","$135,140 ",$830 ,$710 
"Harding County,  South Dakota","$135,130 ",$830 ,$750 
"Orleans County,  New York","$135,100 ",$830 ,$710 
"Cumberland County,  Kentucky","$135,020 ",$830 ,$730 
"St. Clair County,  Missouri","$134,980 ",$830 ,$730 
"Wood County,  West Virginia","$134,980 ",$830 ,$820 
"Grundy County,  Tennessee","$134,930 ",$830 ,$730 
"Bennett County,  South Dakota","$134,920 ",$830 ,$740 
"Tripp County,  South Dakota","$134,920 ",$830 ,$740 
"Chautauqua County,  New York","$134,800 ",$830 ,$710 
"Lincoln County,  Mississippi","$134,790 ",$830 ,$740 
"Carson County,  Texas","$134,790 ",$830 ,$750 
"Orange County,  Indiana","$134,740 ",$830 ,$730 
"Norman County,  Minnesota","$134,740 ",$830 ,$750 
"Hopkins County,  Kentucky","$134,700 ",$830 ,$730 
"Monroe County,  Iowa","$134,630 ",$830 ,$740 
"Trumbull County,  Ohio","$134,630 ",$830 ,$750 
"Roberts County,  South Dakota","$134,610 ",$830 ,$740 
"Jackson County,  Tennessee","$134,610 ",$830 ,$730 
"Clay County,  Nebraska","$134,580 ",$830 ,$750 
"Henry County,  Indiana","$134,520 ",$830 ,$730 
"Vinton County,  Ohio","$134,440 ",$830 ,$720 
"Marshall County,  Illinois","$134,290 ",$830 ,$720 
"Baraga County,  Michigan","$134,260 ",$830 ,$710 
"St. Lawrence County,  New York","$134,250 ",$830 ,$710 
"Yell County,  Arkansas","$134,230 ",$830 ,$750 
"Uvalde County,  Texas","$134,040 ",$830 ,$750 
"Cass County,  Iowa","$134,000 ",$830 ,$740 
"Benton County,  Indiana","$133,950 ",$830 ,$710 
"Coffee County,  Georgia","$133,900 ",$830 ,$710 
"McNairy County,  Tennessee","$133,860 ",$830 ,$730 
"Scott County,  Virginia","$133,860 ",$830 ,$710 
"Shelby County,  Illinois","$133,820 ",$830 ,$730 
"Clarke County,  Iowa","$133,790 ",$830 ,$740 
"Monroe County,  Ohio","$133,790 ",$830 ,$710 
"Breckinridge County,  Kentucky","$133,630 ",$820 ,$720 
"Stephens County,  Oklahoma","$133,610 ",$820 ,$740 
"Towner County,  North Dakota","$133,500 ",$820 ,$740 
"Richland Parish,  Louisiana","$133,300 ",$820 ,$710 
"Roosevelt County,  New Mexico","$133,270 ",$820 ,$740 
"Chenango County,  New York","$133,260 ",$820 ,$700 
"Kiowa County,  Colorado","$133,170 ",$820 ,$740 
"Paulding County,  Ohio","$133,130 ",$820 ,$710 
"Casey County,  Kentucky","$133,090 ",$820 ,$720 
"Warren County,  North Carolina","$133,060 ",$820 ,$700 
"Clark County,  Missouri","$132,960 ",$820 ,$720 
"Bleckley County,  Georgia","$132,910 ",$820 ,$710 
"Fountain County,  Indiana","$132,910 ",$820 ,$720 
"Alleghany County,  Virginia","$132,850 ",$820 ,$720 
"Lac qui Parle County,  Minnesota","$132,650 ",$820 ,$740 
"Marshall County,  Iowa","$132,420 ",$820 ,$730 
"Houston County,  Texas","$132,390 ",$820 ,$750 
"Kleberg County,  Texas","$132,390 ",$820 ,$750 
"Alcorn County,  Mississippi","$132,370 ",$820 ,$730 
"Tallapoosa County,  Alabama","$132,270 ",$820 ,$740 
"Seward County,  Kansas","$132,150 ",$820 ,$730 
"Powell County,  Kentucky","$132,130 ",$820 ,$720 
"Jackson County,  Alabama","$132,060 ",$810 ,$740 
"Morgan County,  Ohio","$132,040 ",$810 ,$700 
"Union County,  New Mexico","$132,020 ",$810 ,$740 
"Louisa County,  Iowa","$132,000 ",$810 ,$730 
"Montgomery County,  Arkansas","$131,930 ",$810 ,$730 
"Jackson County,  Illinois","$131,900 ",$810 ,$720 
"LaSalle Parish,  Louisiana","$131,880 ",$810 ,$700 
"Clearfield County,  Pennsylvania","$131,830 ",$810 ,$720 
"Pipestone County,  Minnesota","$131,820 ",$810 ,$730 
"Summers County,  West Virginia","$131,810 ",$810 ,$720 
"Pulaski County,  Georgia","$131,710 ",$810 ,$700 
"Arkansas County,  Arkansas","$131,620 ",$810 ,$730 
"Howard County,  Iowa","$131,580 ",$810 ,$730 
"Dent County,  Missouri","$131,570 ",$810 ,$720 
"Knox County,  Indiana","$131,500 ",$810 ,$710 
"Columbus County,  North Carolina","$131,420 ",$810 ,$700 
"Weakley County,  Tennessee","$131,400 ",$810 ,$710 
"Dixon County,  Nebraska","$131,350 ",$810 ,$720 
"Clarke County,  Alabama","$131,330 ",$810 ,$730 
"Stoddard County,  Missouri","$131,250 ",$810 ,$710 
"Perry County,  Tennessee","$131,190 ",$810 ,$710 
"Walker County,  Alabama","$131,180 ",$810 ,$720 
"St. Landry Parish,  Louisiana","$131,000 ",$810 ,$700 
"Howard County,  Arkansas","$130,990 ",$810 ,$730 
"Geneva County,  Alabama","$130,960 ",$810 ,$700 
"Carter County,  Kentucky","$130,950 ",$810 ,$710 
"Parke County,  Indiana","$130,860 ",$810 ,$710 
"Valley County,  Nebraska","$130,640 ",$810 ,$730 
"Iosco County,  Michigan","$130,620 ",$810 ,$690 
"Whiteside County,  Illinois","$130,610 ",$810 ,$710 
"Bollinger County,  Missouri","$130,530 ",$810 ,$720 
"Miller County,  Georgia","$130,510 ",$810 ,$690 
"Talbot County,  Georgia","$130,510 ",$810 ,$690 
"Brown County,  Illinois","$130,510 ",$810 ,$710 
"Macoupin County,  Illinois","$130,510 ",$810 ,$700 
"Morgan County,  Illinois","$130,400 ",$800 ,$710 
"Stephenson County,  Illinois","$130,400 ",$800 ,$710 
"Arenac County,  Michigan","$130,400 ",$800 ,$690 
"McCormick County,  South Carolina","$130,310 ",$800 ,$690 
"Garvin County,  Oklahoma","$130,260 ",$800 ,$720 
"Perry County,  Arkansas","$130,160 ",$800 ,$720 
"Fairfield County,  South Carolina","$130,080 ",$800 ,$720 
"Russell County,  Kentucky","$129,980 ",$800 ,$710 
"Sherman County,  Kansas","$129,950 ",$800 ,$720 
"Smyth County,  Virginia","$129,620 ",$800 ,$700 
"Sumner County,  Kansas","$129,590 ",$800 ,$680 
"Drew County,  Arkansas","$129,530 ",$800 ,$720 
"Tishomingo County,  Mississippi","$129,530 ",$800 ,$710 
"De Witt County,  Illinois","$129,440 ",$800 ,$700 
"Atchison County,  Kansas","$129,420 ",$800 ,$720 
"Elk County,  Pennsylvania","$129,390 ",$800 ,$710 
"Fayette County,  Iowa","$129,370 ",$800 ,$710 
"Covington County,  Alabama","$129,360 ",$800 ,$720 
"Frontier County,  Nebraska","$129,290 ",$800 ,$720 
"Iroquois County,  Illinois","$129,220 ",$800 ,$700 
"Lake County,  Michigan","$129,180 ",$800 ,$680 
"Chariton County,  Missouri","$129,120 ",$800 ,$700 
"Major County,  Oklahoma","$129,110 ",$800 ,$720 
"Abbeville County,  South Carolina","$129,110 ",$800 ,$690 
"Lauderdale County,  Mississippi","$129,000 ",$800 ,$710 
"Maverick County,  Texas","$128,980 ",$800 ,$730 
"Oldham County,  Texas","$128,980 ",$800 ,$730 
"McDonald County,  Missouri","$128,900 ",$800 ,$680 
"Texas County,  Missouri","$128,900 ",$800 ,$700 
"Atoka County,  Oklahoma","$128,900 ",$800 ,$710 
"Tyler County,  Texas","$128,880 ",$800 ,$730 
"Dale County,  Alabama","$128,840 ",$790 ,$720 
"Columbia County,  Arkansas","$128,800 ",$790 ,$720 
"Blaine County,  Oklahoma","$128,690 ",$790 ,$710 
"Hardee County,  Florida","$128,640 ",$790 ,$690 
"Cavalier County,  North Dakota","$128,590 ",$790 ,$710 
"Jefferson County,  Pennsylvania","$128,540 ",$790 ,$700 
"Lafayette County,  Florida","$128,530 ",$790 ,$690 
"Bureau County,  Illinois","$128,480 ",$790 ,$700 
"Hidalgo County,  Texas","$128,410 ",$790 ,$720 
"Logan County,  Nebraska","$128,350 ",$790 ,$720 
"Garfield County,  Nebraska","$128,250 ",$790 ,$720 
"Glascock County,  Georgia","$128,210 ",$790 ,$680 
"Winnebago County,  Iowa","$128,000 ",$790 ,$710 
"Calhoun County,  Florida","$127,990 ",$790 ,$690 
"Sampson County,  North Carolina","$127,910 ",$790 ,$680 
"Reagan County,  Texas","$127,850 ",$790 ,$720 
"Burt County,  Nebraska","$127,830 ",$790 ,$710 
"Pierce County,  Georgia","$127,670 ",$790 ,$680 
"Allegany County,  Maryland","$127,630 ",$790 ,$820 
"Obion County,  Tennessee","$127,560 ",$790 ,$690 
"Kiowa County,  Kansas","$127,540 ",$790 ,$710 
"Wayne County,  West Virginia","$127,480 ",$790 ,$660 
"Crawford County,  Ohio","$127,470 ",$790 ,$680 
"Brooks County,  Georgia","$127,430 ",$790 ,$750 
"Ford County,  Kansas","$127,430 ",$790 ,$710 
"Fillmore County,  Nebraska","$127,420 ",$790 ,$710 
"Douglas County,  South Dakota","$127,340 ",$790 ,$700 
"Lee County,  Iowa","$127,270 ",$790 ,$700 
"Kittson County,  Minnesota","$127,230 ",$790 ,$710 
"Aurora County,  South Dakota","$127,230 ",$790 ,$700 
"Bladen County,  North Carolina","$127,140 ",$780 ,$670 
"Logan County,  Arkansas","$127,120 ",$780 ,$710 
"Barbour County,  West Virginia","$127,110 ",$780 ,$690 
"Escambia County,  Alabama","$126,960 ",$780 ,$710 
"Bibb County,  Alabama","$126,950 ",$780 ,$700 
"McIntosh County,  Oklahoma","$126,800 ",$780 ,$700 
"Moore County,  Texas","$126,610 ",$780 ,$710 
"Sheridan County,  Montana","$126,600 ",$780 ,$710 
"Jones County,  North Carolina","$126,590 ",$780 ,$670 
"Franklin County,  Alabama","$126,550 ",$780 ,$710 
"Hamilton County,  Texas","$126,510 ",$780 ,$710 
"Smith County,  Mississippi","$126,480 ",$780 ,$700 
"Tattnall County,  Georgia","$126,360 ",$780 ,$670 
"Sequoyah County,  Oklahoma","$126,350 ",$780 ,$690 
"Logan County,  Illinois","$126,340 ",$780 ,$690 
"Polk County,  Arkansas","$126,290 ",$780 ,$700 
"Mason County,  West Virginia","$126,150 ",$780 ,$690 
"Jasper County,  Illinois","$126,020 ",$780 ,$680 
"Craig County,  Oklahoma","$125,750 ",$780 ,$700 
"Roane County,  West Virginia","$125,720 ",$780 ,$680 
"Sac County,  Iowa","$125,690 ",$780 ,$690 
"Bracken County,  Kentucky","$125,680 ",$780 ,$670 
"Prowers County,  Colorado","$125,650 ",$780 ,$700 
"Steele County,  North Dakota","$125,450 ",$770 ,$700 
"Carroll County,  Tennessee","$125,430 ",$770 ,$680 
"Greene County,  Iowa","$125,270 ",$770 ,$690 
"Johnson County,  Arkansas","$125,240 ",$770 ,$700 
"Franklin County,  Arkansas","$125,180 ",$770 ,$680 
"Baca County,  Colorado","$125,120 ",$770 ,$700 
"Sullivan County,  Indiana","$125,070 ",$770 ,$670 
"Hot Spring County,  Arkansas","$125,030 ",$770 ,$690 
"Griggs County,  North Dakota","$125,030 ",$770 ,$690 
"Reno County,  Kansas","$125,020 ",$770 ,$690 
"Kossuth County,  Iowa","$124,950 ",$770 ,$690 
"Presidio County,  Texas","$124,860 ",$770 ,$700 
"Sterling County,  Texas","$124,860 ",$770 ,$700 
"Haywood County,  Tennessee","$124,790 ",$770 ,$680 
"Pickens County,  Alabama","$124,670 ",$770 ,$700 
"Crawford County,  Iowa","$124,530 ",$770 ,$690 
"Colquitt County,  Georgia","$124,500 ",$770 ,$660 
"Moultrie County,  Illinois","$124,410 ",$770 ,$680 
"Cambria County,  Pennsylvania","$124,410 ",$770 ,$660 
"Saluda County,  South Carolina","$124,380 ",$770 ,$680 
"Bolivar County,  Mississippi","$124,370 ",$770 ,$690 
"Grant County,  Indiana","$124,290 ",$770 ,$670 
"Washington County,  Georgia","$124,280 ",$770 ,$660 
"Watonwan County,  Minnesota","$124,210 ",$770 ,$690 
"Doniphan County,  Kansas","$124,190 ",$770 ,$680 
"Cook County,  Georgia","$124,170 ",$770 ,$660 
"Baker County,  Georgia","$124,110 ",$770 ,$710 
"Allen Parish,  Louisiana","$124,110 ",$770 ,$660 
"Blaine County,  Montana","$124,110 ",$770 ,$690 
"Muhlenberg County,  Kentucky","$124,100 ",$770 ,$670 
"Clare County,  Michigan","$124,000 ",$770 ,$650 
"Cumberland County,  Illinois","$123,990 ",$770 ,$670 
"Yazoo County,  Mississippi","$123,950 ",$760 ,$680 
"Jerauld County,  South Dakota","$123,860 ",$760 ,$680 
"Hancock County,  Kentucky","$123,800 ",$760 ,$680 
"Hart County,  Kentucky","$123,670 ",$760 ,$670 
"Macon County,  Missouri","$123,670 ",$760 ,$670 
"Lipscomb County,  Texas","$123,620 ",$760 ,$700 
"Terrell County,  Texas","$123,620 ",$760 ,$700 
"Oregon County,  Missouri","$123,460 ",$760 ,$670 
"Warren County,  Pennsylvania","$123,450 ",$760 ,$680 
"Barton County,  Missouri","$123,350 ",$760 ,$670 
"Duplin County,  North Carolina","$123,300 ",$760 ,$650 
"Van Buren County,  Arkansas","$123,260 ",$760 ,$680 
"Holt County,  Missouri","$123,250 ",$760 ,$670 
"Chemung County,  New York","$123,220 ",$760 ,$760 
"Tippah County,  Mississippi","$123,210 ",$760 ,$680 
"Bethel Census Area,  Alaska","$123,170 ",$760 ,$700 
"Gentry County,  Missouri","$123,140 ",$760 ,$670 
"Massac County,  Illinois","$123,130 ",$760 ,$670 
"Palo Alto County,  Iowa","$123,060 ",$760 ,$680 
"Anson County,  North Carolina","$123,060 ",$760 ,$680 
"Ohio County,  Kentucky","$123,030 ",$760 ,$670 
"Dougherty County,  Georgia","$122,990 ",$760 ,$700 
"Liberty County,  Montana","$122,960 ",$760 ,$690 
"Mercer County,  West Virginia","$122,940 ",$760 ,$670 
"Jefferson County,  Illinois","$122,920 ",$760 ,$670 
"Sabine Parish,  Louisiana","$122,910 ",$760 ,$650 
"Nemaha County,  Nebraska","$122,850 ",$760 ,$690 
"Dewey County,  Oklahoma","$122,820 ",$760 ,$680 
"Jackson County,  Florida","$122,780 ",$760 ,$660 
"Liberty County,  Florida","$122,780 ",$760 ,$660 
"Richmond County,  North Carolina","$122,750 ",$760 ,$650 
"Harrison County,  Ohio","$122,570 ",$760 ,$650 
"Hamilton County,  Kansas","$122,500 ",$760 ,$680 
"Pawnee County,  Oklahoma","$122,400 ",$760 ,$670 
"Whitley County,  Kentucky","$122,380 ",$760 ,$660 
"LaMoure County,  North Dakota","$122,310 ",$750 ,$680 
"Jefferson County,  Ohio","$122,200 ",$750 ,$670 
"Ochiltree County,  Texas","$122,170 ",$750 ,$690 
"Brooke County,  West Virginia","$122,100 ",$750 ,$670 
"Walworth County,  South Dakota","$122,070 ",$750 ,$670 
"Hamilton County,  Iowa","$122,010 ",$750 ,$670 
"Hancock County,  Iowa","$122,010 ",$750 ,$670 
"Monroe County,  Kentucky","$121,950 ",$750 ,$660 
"Pike County,  Mississippi","$121,950 ",$750 ,$670 
"Coles County,  Illinois","$121,850 ",$750 ,$660 
"Panola County,  Mississippi","$121,850 ",$750 ,$670 
"Cheyenne County,  Nebraska","$121,810 ",$750 ,$680 
"Johnson County,  Nebraska","$121,810 ",$750 ,$680 
"Logan County,  Kansas","$121,770 ",$750 ,$670 
"Pike County,  Missouri","$121,750 ",$750 ,$660 
"La Paz County,  Arizona","$121,720 ",$750 ,$680 
"Chambers County,  Alabama","$121,660 ",$750 ,$680 
"Scott County,  Tennessee","$121,580 ",$750 ,$660 
"Miami County,  Indiana","$121,490 ",$750 ,$660 
"Ward County,  Texas","$121,450 ",$750 ,$680 
"Faulk County,  South Dakota","$121,440 ",$750 ,$670 
"Greeley County,  Kansas","$121,350 ",$750 ,$670 
"Macon County,  Illinois","$121,280 ",$750 ,$630 
"Jefferson County,  Nebraska","$121,190 ",$750 ,$680 
"Jasper County,  Texas","$121,140 ",$750 ,$680 
"Guadalupe County,  New Mexico","$121,100 ",$750 ,$680 
"Loup County,  Nebraska","$120,980 ",$750 ,$680 
"Ford County,  Illinois","$120,970 ",$750 ,$660 
"Faribault County,  Minnesota","$120,880 ",$750 ,$670 
"Washington County,  Missouri","$120,830 ",$750 ,$650 
"Wayne County,  Kentucky","$120,780 ",$750 ,$660 
"Osceola County,  Iowa","$120,750 ",$750 ,$670 
"Crane County,  Texas","$120,730 ",$740 ,$680 
"Jackson County,  Oklahoma","$120,720 ",$740 ,$670 
"Hickman County,  Kentucky","$120,670 ",$740 ,$650 
"Tazewell County,  Virginia","$120,590 ",$740 ,$650 
"Seminole County,  Georgia","$120,560 ",$740 ,$640 
"Lynn County,  Texas","$120,520 ",$740 ,$680 
"Trego County,  Kansas","$120,510 ",$740 ,$670 
"Russell County,  Virginia","$120,380 ",$740 ,$650 
"Union Parish,  Louisiana","$120,340 ",$740 ,$680 
"Cheyenne County,  Kansas","$120,300 ",$740 ,$670 
"Marion County,  Kansas","$120,300 ",$740 ,$670 
"Hardeman County,  Tennessee","$120,300 ",$740 ,$650 
"Itawamba County,  Mississippi","$120,270 ",$740 ,$660 
"Hancock County,  Tennessee","$120,200 ",$740 ,$650 
"Henry County,  Virginia","$120,160 ",$740 ,$650 
"Clark County,  Illinois","$120,140 ",$740 ,$650 
"Greene County,  Indiana","$120,100 ",$740 ,$680 
"Big Stone County,  Minnesota","$119,840 ",$740 ,$670 
"Audrain County,  Missouri","$119,830 ",$740 ,$650 
"Appanoose County,  Iowa","$119,800 ",$740 ,$660 
"Walthall County,  Mississippi","$119,740 ",$740 ,$660 
"Union County,  Iowa","$119,690 ",$740 ,$660 
"Crawford County,  Kansas","$119,670 ",$740 ,$660 
"Benton County,  Tennessee","$119,560 ",$740 ,$650 
"Hale County,  Alabama","$119,550 ",$740 ,$640 
"Lake County,  Tennessee","$119,450 ",$740 ,$650 
"Cattaraugus County,  New York","$119,400 ",$740 ,$630 
"Cass County,  Texas","$119,280 ",$740 ,$670 
"Fayette County,  Illinois","$119,180 ",$740 ,$650 
"Nicholas County,  Kentucky","$119,170 ",$740 ,$650 
"Cass County,  Indiana","$119,120 ",$730 ,$640 
"Choctaw County,  Oklahoma","$118,940 ",$730 ,$660 
"Grundy County,  Missouri","$118,770 ",$730 ,$650 
"Jim Hogg County,  Texas","$118,770 ",$730 ,$670 
"Barton County,  Kansas","$118,730 ",$730 ,$660 
"Bon Homme County,  South Dakota","$118,700 ",$730 ,$650 
"Hancock County,  West Virginia","$118,590 ",$730 ,$650 
"Le Flore County,  Oklahoma","$118,580 ",$730 ,$650 
"Calhoun County,  West Virginia","$118,570 ",$730 ,$640 
"Nowata County,  Oklahoma","$118,520 ",$730 ,$660 
"Berrien County,  Georgia","$118,380 ",$730 ,$630 
"Gove County,  Kansas","$118,310 ",$730 ,$660 
"Lauderdale County,  Tennessee","$118,270 ",$730 ,$640 
"Page County,  Iowa","$118,220 ",$730 ,$650 
"Nicholas County,  West Virginia","$118,140 ",$730 ,$640 
"Prentiss County,  Mississippi","$118,060 ",$730 ,$650 
"Pembina County,  North Dakota","$117,920 ",$730 ,$650 
"Screven County,  Georgia","$117,830 ",$730 ,$630 
"Marshall County,  Kansas","$117,780 ",$730 ,$650 
"Charlton County,  Georgia","$117,500 ",$730 ,$620 
"Galax city,  Virginia","$117,480 ",$720 ,$630 
"Carroll County,  Illinois","$117,470 ",$720 ,$640 
"Edmonson County,  Kentucky","$117,430 ",$720 ,$670 
"Dallam County,  Texas","$117,430 ",$720 ,$660 
"Wayne County,  Missouri","$117,380 ",$720 ,$640 
"Marion County,  Georgia","$117,320 ",$720 ,$650 
"Fayette County,  Alabama","$117,290 ",$720 ,$650 
"Tyler County,  West Virginia","$117,280 ",$720 ,$640 
"Roosevelt County,  Montana","$117,250 ",$720 ,$660 
"Red River County,  Texas","$117,220 ",$720 ,$660 
"Morris County,  Kansas","$117,150 ",$720 ,$650 
"Fleming County,  Kentucky","$117,030 ",$720 ,$630 
"Knox County,  Nebraska","$117,030 ",$720 ,$650 
"Kay County,  Oklahoma","$116,950 ",$720 ,$650 
"Edgecombe County,  North Carolina","$116,930 ",$720 ,$620 
"Knox County,  Kentucky","$116,920 ",$720 ,$630 
"Walsh County,  North Dakota","$116,870 ",$720 ,$650 
"Crisp County,  Georgia","$116,850 ",$720 ,$620 
"Sherman County,  Nebraska","$116,830 ",$720 ,$650 
"Union County,  Kentucky","$116,820 ",$720 ,$630 
"Lucas County,  Iowa","$116,750 ",$720 ,$640 
"Jeff Davis County,  Georgia","$116,740 ",$720 ,$620 
"Iron County,  Missouri","$116,740 ",$720 ,$640 
"McCurtain County,  Oklahoma","$116,740 ",$720 ,$650 
"Pratt County,  Kansas","$116,520 ",$720 ,$650 
"Clay County,  Mississippi","$116,370 ",$720 ,$640 
"Independence County,  Arkansas","$116,360 ",$720 ,$650 
"Christian County,  Illinois","$116,290 ",$720 ,$630 
"Hettinger County,  North Dakota","$116,240 ",$720 ,$650 
"Hickory County,  Missouri","$116,200 ",$720 ,$630 
"Jasper County,  Mississippi","$116,160 ",$720 ,$640 
"Winston County,  Alabama","$116,140 ",$720 ,$650 
"Wise County,  Virginia","$116,080 ",$720 ,$630 
"Bailey County,  Texas","$115,980 ",$720 ,$650 
"Union County,  Arkansas","$115,940 ",$720 ,$640 
"Winston County,  Mississippi","$115,850 ",$710 ,$640 
"Kinney County,  Texas","$115,780 ",$710 ,$650 
"Livingston County,  Kentucky","$115,740 ",$710 ,$630 
"Randolph County,  Arkansas","$115,730 ",$710 ,$640 
"Bent County,  Colorado","$115,720 ",$710 ,$640 
